,IPO year,country,market capital,name,subsector,symbol
125,n/a,China,$24.58M,NFEnergySavingCorporation,MetalFabrications,BIMI
126,2011,UnitedStates,$1.82B,NGLENERGYPARTNERSLP,OilRefining/Marketing,NGL
127,n/a,UnitedStates,n/a,NGLENERGYPARTNERSLP,n/a,NGL^B
128,n/a,UnitedStates,n/a,NGLENERGYPARTNERSLP,n/a,NGL^C
129,2019,UnitedStates,$952.7M,"NGMBiopharmaceuticals,Inc.",MajorPharmaceuticals,NGM
130,2017,UnitedStates,$382M,"NIHoldings,Inc.",Property-CasualtyInsurers,NODK
131,n/a,UnitedStates,n/a,"NiagaraMohawkHoldings,Inc.",NaturalGasDistribution,NMK^B
132,n/a,UnitedStates,n/a,"NiagaraMohawkHoldings,Inc.",NaturalGasDistribution,NMK^C
133,1999,UnitedStates,$1.07B,NICInc.,BusinessServices,EGOV
134,n/a,Israel,$8.62B,NICELtd,ComputerManufacturing,NICE
135,n/a,UnitedStates,$71.66M,"NicholasFinancial,Inc.",FinanceCompanies,NICK
136,n/a,UnitedStates,$562.04M,NicoletBanksharesInc.,MajorBanks,NCBS
137,2011,Netherlands,$7.95B,NielsenN.V.,BusinessServices,NLSN
138,2017,UnitedKingdom,$373.68M,NightstarTherapeuticsplc,Biotechnology:BiologicalProducts(NoDiagnosticSubstances),NITE
139,n/a,UnitedStates,$194.02M,"NIIHoldings,Inc.",TelecommunicationsEquipment,NIHD
140,n/a,UnitedStates,$124.58B,"Nike,Inc.",ShoeManufacturing,NKE
141,2018,UnitedStates,$549.66M,"NineEnergyService,Inc.",OilfieldServices/Equipment,NINE
142,2018,n/a,$3.32B,NIOInc.,AutoManufacturing,NIO
143,n/a,UnitedStates,$10.28B,"NiSource,Inc",PowerGeneration,NI
144,n/a,UnitedStates,n/a,"NiSource,Inc",PowerGeneration,NI^B
145,2018,China,$567.19M,NiuTechnologies,AutoManufacturing,NIU
146,n/a,UnitedStates,$166.16M,"NLIndustries,Inc.",MajorChemicals,NL
147,2018,UnitedStates,$717.15M,"nLIGHT,Inc.",Semiconductors,LASR
148,2013,UnitedStates,$1.88B,NMIHoldingsInc,Property-CasualtyInsurers,NMIH
149,1994,UnitedStates,$329.19M,"NN,Inc.",MetalFabrications,NNBR
150,2010,China,$2.38B,NoahHoldingsLtd.,InvestmentManagers,NOAH
151,2015,n/a,$11.97M,NobilisHealthCorp.,Hospital/NursingManagement,HLTH
152,n/a,Switzerland,$530.7M,NobleCorporation,Oil&GasProduction,NE
153,n/a,UnitedStates,$10.39B,NobleEnergyInc.,Oil&GasProduction,NBL
154,2016,UnitedStates,$1.24B,NobleMidstreamPartnersLP,NaturalGasDistribution,NBLX
155,1994,Finland,$28.5B,NokiaCorporation,RadioAndTelevisionBroadcastingAndCommunicationsEquipment,NOK
156,2016,n/a,$4.09B,NomadFoodsLimited,PackagedFoods,NOMD
157,n/a,Japan,$10.5B,NomuraHoldingsIncADR,InvestmentBankers/Brokers/Service,NMR
158,2013,UnitedStates,$317.74M,Noodles&Company,Restaurants,NDLS
159,n/a,n/a,$1.66B,NorbordInc.,ForestProducts,OSB
160,2014,n/a,$63.72M,NordicAmericanOffshoreLtd.,MarineTransportation,NAO
161,n/a,Bermuda,$300.98M,NordicAmericanTankersLimited,MarineTransportation,NAT
162,n/a,UnitedStates,$7.31B,NordsonCorporation,IndustrialMachinery/Components,NDSN
163,n/a,UnitedStates,$5.02B,"Nordstrom,Inc.",Clothing/Shoe/AccessoryStores,JWN
164,n/a,UnitedStates,$52.7B,NorfolkSoutherCorporation,Railroads,NSC
165,n/a,UnitedStates,$10.77M,NortechSystemsIncorporated,IndustrialMachinery/Components,NSYS
166,2006,Canada,$302.75M,NorthAmericanConstructionGroupLtd.,OilfieldServices/Equipment,NOA
167,n/a,UnitedStates,$64.06M,NorthEuropeanOilRoyalityTrust,Oil&GasProduction,NRT
168,n/a,UnitedStates,$191.41M,NortheastBank,MajorBanks,NBN
169,n/a,Canada,$155.53M,"NorthernDynastyMinerals,Ltd.",PreciousMetals,NAK
170,n/a,UnitedStates,$775.86M,"NorthernOilandGas,Inc.",Oil&GasProduction,NOG
171,n/a,UnitedStates,$114.39M,NorthernTechnologiesInternationalCorporation,IndustrialSpecialties,NTIC
172,n/a,UnitedStates,$19.08B,NorthernTrustCorporation,MajorBanks,NTRS
173,n/a,UnitedStates,$5.74B,NorthernTrustCorporation,MajorBanks,NTRSP
174,n/a,UnitedStates,$740.69M,"NorthfieldBancorp,Inc.",SavingsInstitutions,NFBK
175,n/a,UnitedStates,$232.63M,NorthrimBanCorpInc,SavingsInstitutions,NRIM
176,n/a,UnitedStates,$52.61B,NorthropGrummanCorporation,IndustrialMachinery/Components,NOC
177,2015,UnitedStates,$823.63M,NorthStarRealtyEuropeCorp.,RealEstateInvestmentTrusts,NRE
178,2009,UnitedStates,$1.79B,"NorthwestBancshares,Inc.",MajorBanks,NWBI
179,n/a,UnitedStates,$1.95B,NorthwestNaturalHoldingCompany,Oil/GasTransmission,NWN
180,1995,UnitedStates,$226.05M,NorthwestPipeCompany,Steel/IronOre,NWPX
181,n/a,UnitedStates,$3.55B,NorthWesternCorporation,PowerGeneration,NWE
182,n/a,UnitedStates,$11.88B,NorwegianCruiseLineHoldingsLtd.,MarineTransportation,NCLH
183,n/a,UnitedStates,$205.02M,NorwoodFinancialCorp.,MajorBanks,NWFL
184,n/a,UnitedStates,$20.02M,"NovaLifestyle,Inc",HomeFurnishings,NVFY
185,2000,Israel,$720.94M,NovaMeasuringInstrumentsLtd.,ElectronicComponents,NVMI
