,IPO year,country,market capital,name,subsector,symbol
340,n/a,Bermuda,$45.67M,"MaidenHoldings,Ltd.",Property-CasualtyInsurers,MHLD
341,2013,Bermuda,n/a,"MaidenHoldings,Ltd.",Property-CasualtyInsurers,MHNC
342,2007,UnitedStates,$2.52B,MainStreetCapitalCorporation,n/a,MAIN
343,2012,UnitedStates,$572.74M,MainStayMacKayDefinedTermMunicipalOpportunitie,n/a,MMD
344,n/a,UnitedStates,$195.94M,"MainStreetBancshares,Inc.",MajorBanks,MNSB
345,n/a,UnitedStates,$390.49M,Majesco,ComputerSoftware:PrepackagedSoftware,MJCO
346,2010,India,$1.42B,MakeMyTripLimited,TransportationServices,MMYT
347,2014,UnitedStates,$774.62M,"MalibuBoats,Inc.",MarineTransportation,MBUU
348,2013,Ireland,$758.52M,Mallinckrodtplc,MajorPharmaceuticals,MNK
349,n/a,UnitedStates,$158.95M,"MalvernBancorp,Inc.",SavingsInstitutions,MLVF
350,n/a,UnitedStates,$113.66M,"MAMSoftwareGroup,Inc.",ComputerSoftware:PrepackagedSoftware,MAMS
351,2016,UnitedStates,$477.94M,"MammothEnergyServices,Inc.",OilfieldServices/Equipment,TUSK
352,2012,UnitedKingdom,$3.04B,ManchesterUnitedLtd.,Services-Misc.Amusement&Recreation,MANU
353,1998,UnitedStates,$4.25B,"ManhattanAssociates,Inc.",ComputerSoftware:PrepackagedSoftware,MANH
354,n/a,UnitedStates,$57.77M,"ManhattanBridgeCapital,Inc",RealEstateInvestmentTrusts,LOAN
355,n/a,UnitedStates,$118.49M,"ManitexInternational,Inc.",IndustrialMachinery/Components,MNTX
