,IPO year,country,market capital,name,subsector,symbol
230,n/a,UnitedStates,$34.3M,SotherlyHotelsInc.,RealEstateInvestmentTrusts,SOHOO
231,n/a,UnitedStates,$92.98M,"SoundFinancialBancorp,Inc.",SavingsInstitutions,SFBC
232,n/a,UnitedStates,$298.7M,"SourceCapital,Inc.",n/a,SOR
233,n/a,UnitedStates,$2.87B,"SouthJerseyIndustries,Inc.",Oil/GasTransmission,SJI
234,n/a,UnitedStates,n/a,"SouthJerseyIndustries,Inc.",Oil/GasTransmission,SJIU
235,2019,UnitedStates,n/a,"SouthPlainsFinancial,Inc.",MajorBanks,SPFI
236,n/a,UnitedStates,$2.4B,SouthStateCorporation,MajorBanks,SSB
237,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^B
238,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^C
239,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^D
240,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^E
241,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^G
242,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^H
243,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^J
244,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^K
245,n/a,UnitedStates,n/a,SouthernCaliforniaEdisonCompany,n/a,SCE^L
246,n/a,UnitedStates,$55.14B,SouthernCompany(The),ElectricUtilities:Central,SO
247,2015,UnitedStates,n/a,SouthernCompany(The),ElectricUtilities:Central,SOJA
248,2016,UnitedStates,n/a,SouthernCompany(The),ElectricUtilities:Central,SOJB
249,2017,UnitedStates,n/a,SouthernCompany(The),ElectricUtilities:Central,SOJC
250,n/a,UnitedStates,$26.24B,SouthernCopperCorporation,PreciousMetals,SCCO
251,n/a,UnitedStates,$267.13M,"SouthernFirstBancshares,Inc.",MajorBanks,SFST
252,n/a,UnitedStates,$310.5M,"SouthernMissouriBancorp,Inc.",Banks,SMBC
253,n/a,UnitedStates,$338.85M,"SouthernNationalBancorpofVirginia,Inc.",MajorBanks,SONA
254,n/a,UnitedStates,$1.12B,"SouthsideBancshares,Inc.",MajorBanks,SBSI
255,n/a,UnitedStates,$26.82B,SouthwestAirlinesCompany,AirFreight/DeliveryServices,LUV
256,n/a,UnitedStates,$4.47B,"SouthwestGasHoldings,Inc.",Oil&GasProduction,SWX
257,n/a,UnitedStates,$51.22M,SouthwestGeorgiaFinancialCorporation,MajorBanks,SGB
258,n/a,UnitedStates,$1.93B,SouthwesternEnergyCompany,Oil&GasProduction,SWN
259,2019,China,$1.64B,So-YoungInternationalInc.,EDPServices,SY
260,n/a,UnitedStates,$708.69M,SPPlusCorporation,Rental/LeasingCompanies,SP
