,IPO year,country,market capital,name,subsector,symbol
99,2015,UnitedStates,$8.36M,"RitterPharmaceuticals,Inc.",MajorPharmaceuticals,RTTR
100,n/a,n/a,n/a,RiverNorthMarketplaceLendingCorporation,n/a,RMPL^
101,2018,n/a,$1.28B,"RiverNorthOpportunisticMunicipalIncomeFund,Inc.",n/a,RMI
102,2015,n/a,$120.34M,"RiverNorthOpportunitiesFund,Inc.",n/a,RIV
103,2016,UnitedStates,$186.79M,"RiverNorth/DoubleLineStrategicOpportunityFund,Inc.",n/a,OPP
104,n/a,UnitedStates,$172.04M,RiverviewBancorpInc,SavingsInstitutions,RVSB
105,n/a,UnitedStates,$98.59M,RiverviewFinancialCorporation,MajorBanks,RIVE
106,n/a,UnitedStates,$3.81B,RLICorp.,Property-CasualtyInsurers,RLI
107,2011,UnitedStates,$3.04B,RLJLodgingTrust,RealEstateInvestmentTrusts,RLJ
108,n/a,UnitedStates,n/a,RLJLodgingTrust,n/a,RLJ^A
109,2019,n/a,$280.03M,RMGAcquisitionCorp.,BusinessServices,RMG
110,2019,n/a,n/a,RMGAcquisitionCorp.,n/a,RMG.U
111,n/a,n/a,n/a,RMGAcquisitionCorp.,n/a,RMG.WS
112,n/a,UnitedStates,$188.74M,RMRRealEstateIncomeFund,n/a,RIF
113,2010,UnitedStates,$355.02M,"RoadrunnerTransportationSystems,Inc.",OilRefining/Marketing,RRTS
114,2018,UnitedStates,$349.32M,"RoanResources,Inc.",Oil&GasProduction,ROAN
115,n/a,UnitedStates,$6.53B,RobertHalfInternationalInc.,ProfessionalServices,RHI
116,2015,UnitedStates,$833.8M,"RocketPharmaceuticals,Inc.",MajorPharmaceuticals,RCKT
117,n/a,UnitedStates,$18.4B,"RockwellAutomation,Inc.",IndustrialMachinery/Components,ROK
118,1998,UnitedStates,$266.65M,"RockwellMedical,Inc.",Biotechnology:Electromedical&ElectrotherapeuticApparatus,RMTI
119,1993,UnitedStates,$186.18M,"RockyBrands,Inc.",ShoeManufacturing,RCKY
120,n/a,UnitedStates,$56.75M,"RockyMountainChocolateFactory,Inc.",SpecialtyFoods,RMCF
121,n/a,Canada,$21.16B,"RogersCommunication,Inc.",TelevisionServices,RCI
122,n/a,UnitedStates,$2.59B,RogersCorporation,MajorChemicals,ROG
123,2017,UnitedStates,$10.57B,"Roku,Inc.",TelevisionServices,ROKU
124,n/a,UnitedStates,$12.36B,"Rollins,Inc.",DiversifiedCommercialServices,ROL
125,1992,UnitedStates,$36.06B,"RoperTechnologies,Inc.",IndustrialMachinery/Components,ROP
126,2016,UnitedStates,$140.57M,RosehillResourcesInc.,Oil&GasProduction,ROSE
127,2016,UnitedStates,n/a,RosehillResourcesInc.,Oil&GasProduction,ROSEU
128,2016,UnitedStates,n/a,RosehillResourcesInc.,Oil&GasProduction,ROSEW
129,2009,UnitedStates,$587.88M,RosettaStone,ComputerSoftware:PrepackagedSoftware,RST
130,1985,UnitedStates,$34.14B,"RossStores,Inc.",Clothing/Shoe/AccessoryStores,ROST
131,n/a,Canada,$109.06B,RoyalBankOfCanada,CommercialBanks,RY
132,n/a,Canada,n/a,RoyalBankOfCanada,n/a,RY^T
133,n/a,UnitedKingdom,$33.49B,RoyalBankScotlandplc(The),CommercialBanks,RBS
134,1993,UnitedStates,$25.78B,RoyalCaribbeanCruisesLtd.,MarineTransportation,RCL
135,n/a,n/a,n/a,RoyalDutchShellPLC,n/a,RDS.A
136,n/a,n/a,n/a,RoyalDutchShellPLC,n/a,RDS.B
137,n/a,UnitedStates,$5.61B,"RoyalGold,Inc.",PreciousMetals,RGLD
138,2013,n/a,$104.82M,"RoyceGlobalValueTrust,Inc.",n/a,RGT
139,n/a,UnitedStates,$325.22M,"RoyceMicro-CapTrust,Inc.",n/a,RMT
140,1986,UnitedStates,$1.26B,"RoyceValueTrust,Inc.",n/a,RVT
141,n/a,UnitedStates,$1.64B,"RPC,Inc.",OilfieldServices/Equipment,RES
142,n/a,UnitedStates,$7.13B,RPMInternationalInc.,Paints/Coatings,RPM
143,n/a,UnitedStates,$979.5M,RPTRealty,RealEstateInvestmentTrusts,RPT
144,n/a,UnitedStates,n/a,RPTRealty,n/a,RPT^D
145,2000,UnitedStates,$316.28M,"RTISurgicalHoldings,Inc.",IndustrialSpecialties,RTIX
